Sample,X,Y,Z
690,0.074,0.266,0.996
691,0.027,0.195,1.000
692,-0.059,-0.016,0.984
693,-0.047,0.043,0.969
694,-0.004,0.230,1.090
695,0.016,0.316,1.043
696,0.008,0.168,1.066
697,0.023,0.086,1.016
698,0.012,0.129,1.000
699,0.004,0.121,1.016
700,0.023,0.031,0.934
701,0.113,0.004,0.965
702,0.117,0.117,0.992
703,0.059,0.137,1.020
704,-0.062,0.031,1.012
705,-0.090,0.027,0.996
706,-0.043,0.020,1.016
707,-0.023,0.191,0.980
708,0.047,0.223,1.012
709,0.031,0.070,0.949
710,0.027,-0.078,0.953
711,0.004,-0.059,0.910
712,0.047,0.047,0.867
713,0.051,0.066,0.883
714,-0.051,-0.055,0.789
715,-0.086,-0.027,0.910
716,-0.098,0.000,0.953
717,-0.008,-0.023,0.992
718,-0.027,0.008,1.090
719,-0.047,-0.051,1.031
720,-0.004,0.008,1.008
721,0.070,-0.066,1.000
722,0.105,-0.113,0.926
723,0.070,-0.168,0.984
724,0.016,-0.113,0.949
725,0.066,0.020,1.027
726,0.094,-0.055,0.996
727,-0.016,-0.016,0.883
728,-0.047,0.043,0.992
729,-0.043,0.164,0.883
730,-0.027,0.133,0.926
731,0.020,0.059,0.961
732,0.031,0.059,0.875
733,0.027,0.160,1.004
734,0.062,0.008,0.914
735,0.000,0.008,0.883
736,0.094,0.137,1.016
737,0.023,0.219,0.918
738,-0.078,0.258,1.047
739,-0.121,0.133,1.043
740,-0.121,0.105,1.023
741,-0.043,0.133,1.121
742,0.004,0.168,1.004
743,0.070,0.270,1.035
744,0.055,0.090,0.973
745,0.027,-0.059,0.895
746,0.055,0.090,0.980
747,0.129,0.156,0.973
748,0.117,0.176,1.000
749,0.020,0.203,1.051
750,-0.043,0.164,1.059
751,-0.047,0.207,1.043
752,-0.035,0.188,1.012
753,0.035,0.102,1.039
754,-0.012,0.250,1.004
755,-0.031,0.117,1.055
756,0.008,0.023,1.020
757,0.023,-0.043,0.988
758,0.062,0.004,1.027
759,0.051,0.211,1.012
760,-0.012,0.168,0.996
761,-0.047,0.012,0.973
762,-0.109,0.020,0.914
763,-0.082,0.008,0.980
764,0.004,0.023,0.930
765,0.023,0.012,0.871
766,0.125,-0.062,0.898
767,0.047,-0.020,0.828
768,-0.020,-0.145,0.898
769,-0.020,-0.129,0.926
770,0.055,-0.113,0.965
771,0.082,0.027,0.984
772,0.062,0.102,1.004
773,0.016,0.070,1.023
774,-0.066,-0.105,0.977
775,-0.043,-0.121,1.008
776,0.023,0.031,0.957
777,0.023,0.055,0.957
778,0.008,-0.027,0.949
779,-0.020,0.035,0.895
780,-0.047,0.062,0.980
781,-0.008,0.020,0.965
782,-0.020,0.070,0.934
783,-0.016,0.043,1.012
784,0.051,0.078,0.992
785,0.062,0.066,0.957
786,-0.004,-0.012,0.957
787,0.000,-0.082,0.938
788,0.023,0.117,0.938
789,0.098,0.199,1.016
790,0.055,0.012,1.012
791,-0.070,0.070,0.980
792,-0.047,0.223,1.062
793,-0.047,0.270,1.016
794,-0.055,0.117,1.039
795,-0.070,0.074,1.027
796,0.059,0.266,1.051
797,0.180,0.254,1.062
798,0.066,0.117,0.934
799,0.031,0.043,0.953
800,0.000,0.102,0.906
801,-0.074,0.219,0.930
802,-0.039,0.137,1.031
803,-0.027,0.113,0.934
804,-0.023,0.148,1.035
805,-0.027,0.176,1.074
806,0.008,0.051,0.965
807,-0.016,0.062,0.938
808,0.059,0.059,1.008
809,0.082,0.020,0.980
810,0.020,-0.070,0.918
811,0.090,-0.098,1.012
812,0.086,0.094,1.066
813,0.047,0.125,1.012
814,-0.082,0.090,0.898
815,-0.109,0.113,0.992
816,-0.062,0.156,1.051
817,-0.113,0.031,1.012
818,-0.055,-0.145,1.094
819,0.070,-0.102,1.051
820,0.152,0.211,0.934
821,0.113,0.008,0.855
822,0.020,-0.219,0.781
823,-0.012,-0.051,0.852
824,0.062,0.078,0.945
825,0.020,0.016,0.996
826,-0.137,-0.125,0.965
827,-0.129,-0.105,0.926
828,-0.070,0.176,0.934
829,0.039,0.180,0.918
830,0.004,-0.035,0.828
831,-0.004,-0.129,0.949
832,0.098,-0.078,1.020
833,0.102,-0.012,1.004
834,0.074,-0.098,1.062
835,-0.043,-0.074,1.008
836,-0.043,0.109,1.047
837,0.000,0.270,1.086
838,0.012,0.211,1.031
839,-0.043,0.152,1.055
840,-0.082,-0.051,1.008
841,-0.062,0.062,0.941
842,0.078,0.074,0.965
843,0.168,0.016,0.875
844,0.133,0.125,0.918
845,-0.004,0.113,0.953
846,-0.039,0.164,0.918
847,-0.035,0.156,0.965
848,-0.078,0.121,0.957
849,-0.125,0.137,1.008
850,-0.066,0.137,1.047
851,0.078,0.070,1.000
852,0.219,0.105,0.965
853,0.156,0.199,0.902
854,0.016,0.168,0.906
855,-0.152,0.078,0.938
856,-0.203,-0.051,1.074
857,-0.090,0.012,1.180
858,0.035,0.277,1.137
859,0.160,0.312,1.105
860,0.105,0.250,0.984
861,-0.012,0.031,0.965
862,-0.137,-0.129,0.926
863,-0.008,-0.117,0.957
864,0.172,-0.066,0.961
865,0.195,0.074,0.949
866,0.070,0.062,0.973
867,-0.129,-0.043,0.926
868,-0.238,0.043,0.953
869,-0.121,-0.020,1.020
870,0.027,0.066,1.012
871,0.105,0.055,1.027
872,0.109,0.000,0.984
873,0.074,-0.094,0.941
874,-0.035,-0.133,0.848
875,-0.020,-0.102,0.836
876,-0.027,0.039,0.891
877,-0.004,0.129,0.938
878,0.027,0.141,0.977
879,-0.008,0.137,1.027
880,-0.039,0.078,1.004
881,-0.145,0.070,0.922
882,-0.117,-0.027,0.934
883,-0.012,-0.078,0.977
884,0.176,-0.023,1.016
885,0.211,-0.059,1.012
886,0.148,-0.086,0.949
887,0.062,0.023,0.871
888,-0.066,0.055,0.867
889,-0.113,-0.047,0.906
890,-0.086,0.070,1.031
891,0.062,0.227,1.160
892,0.047,0.172,1.160
893,-0.008,-0.023,1.043
894,-0.066,0.051,0.930
895,-0.055,0.223,0.906
896,-0.012,0.176,0.914
897,0.012,0.062,0.988
898,0.090,-0.016,1.141
899,0.090,0.156,1.188
900,0.020,0.121,1.148
901,-0.133,0.148,0.973
902,-0.098,0.211,0.891
903,-0.051,0.363,0.840
904,0.051,0.141,0.910
905,0.059,-0.035,0.914
906,0.133,-0.027,0.965
907,0.125,0.102,0.938
908,0.043,0.059,0.820
909,-0.059,-0.031,0.785
910,-0.062,-0.004,0.852
911,0.016,0.234,1.012
912,0.059,0.273,1.129
913,-0.027,0.148,1.199
914,-0.141,-0.172,1.184
915,-0.188,-0.223,1.086
916,0.004,0.012,1.105
917,0.207,0.098,1.066
918,0.262,0.164,0.969
919,0.094,0.090,0.988
920,-0.078,0.004,0.988
921,-0.246,-0.094,0.918
922,-0.211,-0.113,0.883
923,-0.027,0.070,0.918
924,0.082,0.215,0.879
