Sample,X,Y,Z
653,0.105,0.062,0.957
654,-0.008,0.043,1.008
655,-0.066,0.094,1.016
656,-0.066,0.156,1.000
657,-0.055,0.082,1.039
658,-0.039,0.074,1.125
659,0.023,0.156,1.195
660,0.004,0.055,1.062
661,-0.004,-0.133,0.996
662,0.070,-0.105,0.934
663,0.078,0.129,0.824
664,0.047,0.031,0.855
665,0.000,-0.219,0.863
666,-0.027,-0.188,0.875
667,0.000,-0.023,0.953
668,-0.020,-0.051,0.938
669,-0.094,-0.215,0.863
670,-0.062,-0.207,0.840
671,0.008,0.059,0.891
672,0.086,0.031,0.953
673,0.020,-0.129,0.895
674,0.043,-0.191,0.883
675,0.043,-0.125,0.949
676,0.035,0.094,1.004
677,0.035,0.078,1.023
678,0.000,0.129,0.980
679,0.039,0.215,1.121
680,-0.090,0.230,1.020
681,-0.125,0.086,1.078
682,-0.117,-0.020,1.023
683,-0.055,0.023,1.051
684,0.055,0.141,1.082
685,0.117,0.102,0.871
686,0.164,0.004,0.895
687,0.113,0.086,0.926
688,-0.008,0.082,0.969
689,-0.164,-0.039,0.988
690,-0.145,-0.066,0.969
691,0.047,0.258,1.047
692,0.145,0.367,0.977
693,0.008,0.125,0.863
694,-0.023,0.066,0.934
695,0.043,0.195,0.934
696,0.070,0.242,0.980
697,-0.023,0.148,0.996
698,-0.031,0.180,1.020
699,0.020,0.324,1.148
700,-0.023,0.434,1.148
701,-0.039,0.328,1.145
702,-0.035,0.188,1.109
703,-0.031,0.141,1.012
704,0.066,0.094,1.012
705,0.137,0.027,0.977
706,0.078,-0.070,0.961
707,0.031,-0.109,0.984
708,-0.062,0.016,0.875
709,-0.047,0.016,0.895
710,-0.004,0.062,0.840
711,-0.066,0.016,0.867
712,-0.039,-0.094,1.027
713,-0.086,-0.035,0.965
714,0.059,-0.086,1.055
715,0.160,-0.184,0.949
716,0.062,-0.090,0.824
717,0.086,0.121,0.945
718,0.035,0.043,0.891
719,-0.008,-0.043,0.941
720,-0.113,0.039,1.059
721,-0.113,0.199,1.113
722,-0.066,0.152,1.066
723,-0.055,0.043,0.941
724,0.055,0.035,0.996
725,0.074,0.152,0.867
726,0.023,-0.039,0.848
727,0.012,-0.297,0.914
728,0.027,-0.242,0.844
729,0.012,-0.027,0.914
730,0.027,0.031,0.988
731,-0.027,-0.121,0.926
732,-0.098,-0.035,0.965
733,0.035,0.113,1.035
734,0.043,0.180,0.953
735,0.023,-0.020,0.980
736,0.008,-0.152,0.945
737,0.051,-0.012,0.973
738,0.082,0.223,1.031
739,0.082,0.176,1.027
740,-0.012,0.203,0.996
741,-0.016,0.238,1.020
742,0.000,0.391,1.055
743,-0.027,0.379,1.102
744,-0.051,0.074,1.023
745,-0.098,0.309,1.008
746,-0.004,0.141,1.105
747,-0.016,0.113,0.898
748,0.035,0.109,0.945
749,0.055,0.078,0.980
750,0.039,0.215,0.891
751,0.012,0.207,0.965
752,0.031,0.016,0.930
753,-0.027,-0.004,0.938
754,-0.031,0.145,0.977
755,0.129,0.199,1.016
756,0.133,0.098,0.969
757,0.031,-0.023,0.949
758,-0.031,0.070,1.031
759,-0.039,0.141,1.078
760,-0.008,0.027,1.098
761,0.031,0.086,1.145
762,0.027,0.176,1.176
763,-0.074,0.203,1.117
764,-0.047,0.055,1.066
765,0.000,-0.043,1.000
766,0.043,-0.016,0.918
767,0.008,0.062,0.871
768,0.031,0.004,0.875
769,0.008,-0.156,0.816
770,-0.027,-0.215,0.836
771,-0.055,-0.078,0.895
772,-0.066,0.086,0.824
773,-0.051,0.051,0.797
774,-0.004,0.016,0.820
775,0.008,-0.012,0.883
776,-0.004,-0.148,0.938
777,0.016,-0.195,0.965
778,0.133,-0.016,0.996
779,0.207,0.059,0.996
780,0.090,0.059,0.953
781,-0.051,-0.004,1.012
782,-0.113,-0.012,1.129
783,-0.078,0.109,1.152
784,-0.016,0.168,1.176
785,0.000,0.102,1.113
786,0.047,0.102,0.961
787,0.066,0.070,0.895
788,0.055,0.043,0.914
789,0.035,-0.090,0.895
790,-0.027,-0.020,0.938
791,-0.008,0.117,0.977
792,-0.035,0.043,0.926
793,-0.070,0.047,0.945
794,-0.082,0.238,0.953
795,0.012,0.285,1.000
796,-0.004,0.160,0.992
797,0.020,0.082,1.020
798,0.133,0.094,1.039
799,0.141,0.113,0.930
800,0.105,0.176,0.973
801,-0.016,0.168,0.938
802,-0.066,0.203,0.945
803,-0.098,0.336,1.090
804,0.020,0.301,1.133
805,0.055,0.168,1.016
806,-0.020,0.160,1.023
807,-0.020,0.148,1.059
808,-0.039,0.121,0.922
809,-0.031,-0.062,0.875
810,0.016,-0.004,1.020
811,0.074,0.016,1.035
812,0.070,-0.070,1.004
813,0.105,-0.129,1.062
814,-0.004,0.121,1.016
815,-0.031,0.078,0.973
816,-0.160,-0.020,0.840
817,-0.027,-0.066,0.961
818,0.070,0.023,1.016
819,0.078,0.090,1.000
820,0.027,-0.129,1.059
821,0.020,-0.082,0.934
822,0.027,0.117,0.879
823,-0.008,0.180,0.891
824,0.000,0.008,0.879
825,0.008,-0.008,0.941
826,0.086,0.062,1.059
827,0.008,0.047,1.035
828,-0.074,-0.207,0.941
829,-0.082,-0.133,0.820
830,-0.008,0.129,0.805
831,0.012,0.148,0.871
832,-0.016,-0.121,0.891
833,-0.039,-0.117,0.961
834,0.035,-0.082,1.102
835,-0.008,-0.023,1.031
836,-0.066,-0.016,0.992
837,0.012,-0.027,1.008
838,0.090,0.121,0.957
839,0.086,0.207,1.035
840,0.105,0.039,1.031
841,0.035,-0.023,1.004
842,0.000,-0.059,1.055
843,-0.016,0.125,1.027
844,0.031,0.207,1.016
845,0.031,0.238,0.984
846,-0.027,0.223,1.023
847,-0.039,0.230,1.039
848,-0.109,0.168,0.922
849,-0.047,0.039,0.969
850,0.090,0.059,0.902
851,0.094,0.160,0.848
852,0.109,0.105,0.895
853,0.047,0.082,0.887
854,0.059,0.098,0.969
855,-0.074,0.137,0.910
856,-0.141,0.086,0.988
857,-0.180,0.219,1.035
858,-0.121,0.191,1.086
859,-0.051,0.059,1.180
860,0.039,0.031,1.105
861,0.164,0.121,1.070
862,0.207,0.156,0.961
863,0.098,-0.004,0.859
864,0.031,-0.035,0.953
865,0.027,-0.078,1.016
866,0.051,-0.031,1.090
867,0.020,0.059,1.109
868,-0.043,0.168,1.027
869,-0.152,0.117,0.918
870,-0.223,0.105,0.859
871,-0.129,-0.043,0.930
872,0.027,-0.160,0.957
873,0.180,-0.145,0.930
874,0.242,0.047,0.949
875,0.172,0.020,0.867
876,-0.078,-0.121,0.734
877,-0.188,-0.168,0.867
878,-0.148,-0.020,0.961
879,-0.027,0.125,1.070
880,0.043,0.141,1.094
881,0.066,0.102,1.051
882,0.008,0.070,0.992
883,-0.117,-0.012,0.867
884,-0.082,-0.133,0.859
885,0.051,-0.055,0.914
886,0.148,0.039,1.047
887,0.176,0.039,1.113
888,0.035,-0.020,1.004
889,-0.066,0.043,0.973
890,-0.051,0.207,0.918
891,-0.027,0.215,0.832
892,-0.035,0.070,0.945
893,0.039,0.043,1.023
894,0.086,0.074,1.039
895,0.082,-0.020,1.027
896,-0.020,-0.113,0.910
897,-0.125,0.164,0.879
898,-0.062,0.320,0.926
899,-0.039,0.285,0.984
900,0.043,0.023,1.172
901,0.043,0.043,1.160
902,0.027,0.148,1.184
903,-0.004,0.117,1.102
904,-0.012,0.117,0.875
905,0.020,0.188,0.816
906,0.078,0.172,0.910
907,0.090,0.078,0.938
908,0.051,0.102,0.969
909,0.074,0.062,1.039
910,-0.094,0.137,0.930
911,-0.133,0.074,0.953
912,-0.074,-0.008,0.898
913,0.016,0.133,0.941
914,0.098,0.207,1.098
915,0.043,0.246,1.055
916,-0.098,-0.113,1.043
917,-0.102,-0.383,1.016
918,-0.031,-0.137,1.004
919,0.109,0.121,1.051
920,0.234,0.172,1.031
921,0.133,0.090,0.973
922,0.004,0.070,0.977
923,-0.191,0.086,0.891
